return_id,order_id,return_date,returned_quantity,return_reason,refund_amount,responsibility,is_resalable
RT0001410,O00017282,2026-03-15,5,质量问题,5541.2,商品/运营,是
RT0001411,O00017296,2025-12-31,1,无理由退货,291.54,商品/运营,是
RT0001412,O00017312,2026-01-15,3,无理由退货,4538.54,商品/运营,是
RT0001413,O00017323,2026-01-06,2,质量问题,3210.32,商品/运营,是
RT0001414,O00017328,2026-01-04,2,物流延迟,482.04,物流,是
RT0001415,O00017361,2025-08-20,3,描述不符,4774.86,商品/运营,是
RT0001416,O00017412,2026-03-29,3,商品破损,1878.86,物流,否
RT0001417,O00017417,2026-07-29,1,描述不符,486.27,商品/运营,是
RT0001418,O00017423,2025-12-01,1,描述不符,378.76,商品/运营,是
RT0001419,O00017435,2025-09-08,1,尺寸/适配问题,2235.13,商品/运营,否
RT0001420,O00017439,2025-12-05,1,尺寸/适配问题,820.59,商品/运营,否
RT0001421,O00017461,2026-02-23,1,质量问题,198.75,商品/运营,是
RT0001422,O00017471,2025-10-14,1,质量问题,1165.49,商品/运营,是
RT0001423,O00017476,2026-05-04,3,物流延迟,4067.01,物流,是
RT0001424,O00017477,2026-05-06,2,描述不符,1975.41,商品/运营,是
RT0001425,O00017485,2026-06-09,1,描述不符,869.94,商品/运营,否
RT0001426,O00017500,2026-03-08,6,物流延迟,12105.55,物流,是
RT0001427,O00017516,2025-11-18,1,尺寸/适配问题,1090.18,商品/运营,是
RT0001428,O00017523,2026-08-03,1,商品破损,115.63,物流,否
RT0001429,O00017530,2025-12-03,1,物流延迟,398.81,物流,否
RT0001430,O00017534,2026-01-12,1,质量问题,977.32,商品/运营,是
RT0001431,O00017541,2026-06-13,6,无理由退货,1283.36,商品/运营,是
RT0001432,O00017557,2026-02-09,2,质量问题,2071.47,商品/运营,是
RT0001433,O00017560,2025-09-28,1,质量问题,1838.04,商品/运营,是
RT0001434,O00017562,2025-10-19,2,物流延迟,627.06,物流,是
RT0001435,O00017571,2025-10-22,1,物流延迟,157.12,物流,是
RT0001436,O00017590,2026-07-06,1,尺寸/适配问题,2060.28,商品/运营,否
RT0001437,O00017594,2026-06-12,1,商品破损,1040.29,物流,否
RT0001438,O00017605,2025-10-11,1,物流延迟,1402.27,物流,是
RT0001439,O00017619,2026-05-19,1,物流延迟,579.83,物流,是
RT0001440,O00017646,2026-04-30,1,物流延迟,2147.03,物流,否
RT0001441,O00017651,2025-11-21,3,描述不符,3210.06,商品/运营,是
RT0001442,O00017675,2026-07-13,1,质量问题,1733.01,商品/运营,否
RT0001443,O00017682,2026-06-27,1,描述不符,1605.17,商品/运营,否
RT0001444,O00017686,2026-07-30,2,质量问题,1935.78,商品/运营,是
RT0001445,O00017692,2025-11-15,1,物流延迟,580.57,物流,否
RT0001446,O00017694,2026-07-12,3,描述不符,5898.27,商品/运营,是
RT0001447,O00017698,2026-01-15,1,物流延迟,2225.07,物流,否
RT0001448,O00017717,2026-02-19,2,质量问题,3980.52,商品/运营,是
RT0001449,O00017728,2025-09-19,1,描述不符,707.93,商品/运营,否
RT0001450,O00017738,2026-07-10,1,无理由退货,961.72,商品/运营,是
RT0001451,O00017744,2026-06-21,1,物流延迟,284.08,物流,是
RT0001452,O00017745,2025-10-29,1,质量问题,2211.14,商品/运营,是
RT0001453,O00017789,2025-11-27,2,质量问题,220.76,商品/运营,否
RT0001454,O00017795,2026-05-25,1,无理由退货,1263.22,商品/运营,是
RT0001455,O00017798,2025-11-14,3,尺寸/适配问题,1961.28,商品/运营,是
RT0001456,O00017819,2025-10-22,5,质量问题,3089.96,商品/运营,否
RT0001457,O00017820,2025-11-10,1,描述不符,2690.21,商品/运营,是
RT0001458,O00017856,2025-11-27,1,无理由退货,453.24,商品/运营,否
RT0001459,O00017860,2025-12-15,2,尺寸/适配问题,1933.19,商品/运营,否
RT0001460,O00017886,2025-11-30,3,物流延迟,2382.84,物流,是
RT0001461,O00017893,2026-01-10,2,尺寸/适配问题,1664.46,商品/运营,是
RT0001462,O00017917,2025-08-20,1,物流延迟,1777.69,物流,是
RT0001463,O00017944,2026-04-19,1,质量问题,2377.09,商品/运营,是
RT0001464,O00017968,2026-02-21,6,物流延迟,10095.19,物流,是
RT0001465,O00017973,2026-06-13,2,质量问题,2724.24,商品/运营,是
RT0001466,O00017992,2026-05-10,4,质量问题,4464.69,商品/运营,是
RT0001467,O00017995,2025-11-12,2,质量问题,400.22,商品/运营,是
RT0001468,O00017997,2026-03-01,2,物流延迟,3625.16,物流,否
RT0001469,O00018011,2025-10-12,4,尺寸/适配问题,2311.55,商品/运营,是
RT0001470,O00018013,2026-07-29,1,描述不符,1071.15,商品/运营,是
RT0001471,O00018019,2026-02-26,2,商品破损,1130.7,物流,是
RT0001472,O00018025,2025-12-27,1,描述不符,377.01,商品/运营,否
RT0001473,O00018035,2025-12-09,2,物流延迟,2346.86,物流,是
RT0001474,O00018045,2025-09-15,1,质量问题,1482.18,商品/运营,是
RT0001475,O00018051,2025-12-05,2,物流延迟,251.39,物流,否
RT0001476,O00018064,2025-11-10,3,描述不符,6551.19,商品/运营,是
RT0001477,O00018070,2026-02-19,4,无理由退货,3915.08,商品/运营,是
RT0001478,O00018093,2025-08-14,1,物流延迟,1807.19,物流,是
RT0001479,O00018106,2026-06-03,2,物流延迟,2247.3,物流,是
RT0001480,O00018114,2026-01-08,5,物流延迟,4258.31,物流,否
RT0001481,O00018123,2026-03-09,1,商品破损,1206.53,物流,否
RT0001482,O00018166,2025-11-09,3,物流延迟,4380.8,物流,是
RT0001483,O00018174,2026-01-04,1,物流延迟,1268.23,物流,是
RT0001484,O00018177,2026-01-15,1,商品破损,2031.54,物流,是
RT0001485,O00018180,2026-03-27,4,物流延迟,1183.51,物流,否
RT0001486,O00018189,2025-12-27,1,尺寸/适配问题,911.84,商品/运营,是
RT0001487,O00018193,2026-07-23,1,商品破损,1524.12,物流,是
RT0001488,O00018221,2025-12-20,1,商品破损,1594.76,物流,是
RT0001489,O00018237,2026-01-05,1,尺寸/适配问题,1488.42,商品/运营,是
RT0001490,O00018288,2025-10-28,2,物流延迟,5380.42,物流,是
RT0001491,O00018302,2026-08-04,1,尺寸/适配问题,2067.8,商品/运营,是
RT0001492,O00018316,2026-03-04,2,尺寸/适配问题,1251.17,商品/运营,否
RT0001493,O00018319,2026-06-02,1,物流延迟,535.05,物流,否
RT0001494,O00018323,2026-04-29,1,尺寸/适配问题,1141.75,商品/运营,是
RT0001495,O00018333,2025-10-28,1,无理由退货,912.09,商品/运营,是
RT0001496,O00018341,2025-10-07,6,物流延迟,10748.96,物流,是
RT0001497,O00018342,2025-09-05,1,无理由退货,726.4,商品/运营,是
RT0001498,O00018362,2026-07-05,1,描述不符,533.92,商品/运营,否
RT0001499,O00018366,2025-10-15,1,描述不符,1374.21,商品/运营,是
RT0001500,O00018369,2026-01-13,3,无理由退货,4078.3,商品/运营,否
RT0001501,O00018373,2026-06-23,2,质量问题,1505.19,商品/运营,是
RT0001502,O00018392,2025-11-24,2,商品破损,312.32,物流,是
RT0001503,O00018414,2025-11-22,2,物流延迟,3132.14,物流,是
RT0001504,O00018438,2026-07-18,1,尺寸/适配问题,866.75,商品/运营,是
RT0001505,O00018446,2025-08-28,2,无理由退货,1123.11,商品/运营,否
RT0001506,O00018449,2026-07-05,2,无理由退货,361.1,商品/运营,是
RT0001507,O00018478,2026-04-09,1,无理由退货,2980.18,商品/运营,是
RT0001508,O00018482,2026-06-03,1,物流延迟,208.56,物流,是
RT0001509,O00018485,2025-11-16,5,商品破损,4948.44,物流,是
RT0001510,O00018526,2025-09-17,1,描述不符,155.55,商品/运营,是
RT0001511,O00018529,2026-03-23,1,物流延迟,621.59,物流,否
RT0001512,O00018537,2026-01-15,1,物流延迟,150.64,物流,否
RT0001513,O00018554,2025-12-04,5,物流延迟,4072.6,物流,否
RT0001514,O00018556,2026-08-07,3,质量问题,5757.03,商品/运营,是
RT0001515,O00018564,2026-03-30,4,物流延迟,1334.04,物流,是
RT0001516,O00018578,2026-04-24,1,尺寸/适配问题,577.71,商品/运营,是
RT0001517,O00018579,2026-04-20,3,描述不符,7033.11,商品/运营,是
RT0001518,O00018595,2026-02-10,1,商品破损,1594.13,物流,否
RT0001519,O00018597,2026-04-10,2,商品破损,1707.76,物流,是
RT0001520,O00018600,2026-06-02,3,描述不符,1279.85,商品/运营,是
RT0001521,O00018625,2025-10-19,1,物流延迟,943.81,物流,是
RT0001522,O00018635,2026-03-25,2,物流延迟,4754.18,物流,是
RT0001523,O00018672,2026-03-13,1,无理由退货,1355.39,商品/运营,是
RT0001524,O00018677,2026-04-28,1,尺寸/适配问题,1402.02,商品/运营,是
RT0001525,O00018682,2025-08-14,1,无理由退货,1492.07,商品/运营,是
RT0001526,O00018699,2026-06-25,1,描述不符,1494.81,商品/运营,是
RT0001527,O00018715,2026-07-16,2,无理由退货,513.38,商品/运营,是
RT0001528,O00018720,2026-07-10,3,商品破损,2814.57,物流,是
RT0001529,O00018721,2025-12-07,6,描述不符,755.09,商品/运营,否
RT0001530,O00018722,2025-10-24,2,物流延迟,2778.14,物流,是
RT0001531,O00018739,2025-12-08,2,尺寸/适配问题,1099.23,商品/运营,是
RT0001532,O00018745,2025-10-01,1,物流延迟,506.86,物流,是
RT0001533,O00018757,2026-05-09,1,无理由退货,506.86,商品/运营,是
RT0001534,O00018760,2026-07-13,2,商品破损,1827.27,物流,是
RT0001535,O00018791,2026-05-05,2,无理由退货,227.78,商品/运营,否
RT0001536,O00018801,2025-12-21,2,商品破损,3559.64,物流,否
RT0001537,O00018811,2026-06-19,5,无理由退货,2360.51,商品/运营,是
RT0001538,O00018831,2026-03-21,2,描述不符,3302.52,商品/运营,否
RT0001539,O00018833,2026-03-18,1,描述不符,1968.01,商品/运营,是
RT0001540,O00018834,2026-07-29,3,商品破损,1628.71,物流,是
RT0001541,O00018840,2025-10-30,1,尺寸/适配问题,2453.23,商品/运营,是
RT0001542,O00018863,2025-09-18,1,物流延迟,491.76,物流,否
RT0001543,O00018891,2025-12-23,2,描述不符,853.23,商品/运营,否
RT0001544,O00018898,2026-05-17,4,商品破损,7606.69,物流,是
RT0001545,O00018899,2026-01-14,6,商品破损,11647.59,物流,是
RT0001546,O00018903,2026-03-12,2,描述不符,2212.57,商品/运营,是
RT0001547,O00018910,2025-08-25,1,质量问题,113.89,商品/运营,是
RT0001548,O00018914,2025-08-06,1,尺寸/适配问题,734.62,商品/运营,是
RT0001549,O00018923,2026-01-18,1,商品破损,635.54,物流,是
RT0001550,O00018932,2026-03-18,3,无理由退货,3600.27,商品/运营,是
RT0001551,O00018941,2026-05-19,1,无理由退货,128.12,商品/运营,否
RT0001552,O00018944,2025-08-27,2,物流延迟,2232.35,物流,否
RT0001553,O00018950,2025-09-12,4,描述不符,4832.69,商品/运营,是
RT0001554,O00018954,2026-04-11,2,尺寸/适配问题,808.33,商品/运营,是
RT0001555,O00018971,2025-11-06,1,无理由退货,302.16,商品/运营,是
RT0001556,O00018987,2026-02-23,2,尺寸/适配问题,2546.59,商品/运营,否
RT0001557,O00018991,2026-03-25,1,物流延迟,267.49,物流,是
RT0001558,O00018995,2026-02-26,1,商品破损,781.62,物流,是
RT0001559,O00018998,2025-09-25,1,商品破损,808.87,物流,是
RT0001560,O00019001,2026-04-26,2,尺寸/适配问题,314.24,商品/运营,是
RT0001561,O00019005,2026-05-19,3,商品破损,953.87,物流,是
RT0001562,O00019020,2026-04-15,3,无理由退货,2936.31,商品/运营,否
RT0001563,O00019022,2026-03-01,3,尺寸/适配问题,3832.52,商品/运营,是
RT0001564,O00019024,2026-02-25,4,无理由退货,2534.85,商品/运营,否
RT0001565,O00019050,2026-07-21,1,商品破损,752.4,物流,是
RT0001566,O00019075,2026-02-08,1,物流延迟,526.55,物流,是
RT0001567,O00019079,2025-10-18,1,描述不符,237.66,商品/运营,是
RT0001568,O00019081,2026-04-30,3,商品破损,4039.38,物流,是
RT0001569,O00019085,2026-04-22,4,描述不符,7605.79,商品/运营,是
RT0001570,O00019108,2025-09-22,3,质量问题,1561.46,商品/运营,否
RT0001571,O00019112,2025-10-06,4,商品破损,3870.93,物流,是
RT0001572,O00019114,2025-10-02,1,描述不符,153.77,商品/运营,是
RT0001573,O00019132,2026-05-08,1,物流延迟,1404.56,物流,是
RT0001574,O00019167,2025-09-24,6,无理由退货,7680.58,商品/运营,是
RT0001575,O00019174,2026-05-02,3,物流延迟,3521.54,物流,否
RT0001576,O00019183,2026-01-19,2,尺寸/适配问题,292.8,商品/运营,是
RT0001577,O00019192,2025-11-21,1,质量问题,990.46,商品/运营,是
RT0001578,O00019227,2026-01-01,1,无理由退货,2544.02,商品/运营,是
RT0001579,O00019229,2025-09-02,2,质量问题,1351.28,商品/运营,是
RT0001580,O00019233,2025-11-24,1,尺寸/适配问题,1611.68,商品/运营,是
RT0001581,O00019234,2025-10-01,2,物流延迟,5151.54,物流,是
RT0001582,O00019237,2026-08-02,1,商品破损,136.13,物流,是
RT0001583,O00019242,2026-03-01,1,描述不符,1587.48,商品/运营,否
RT0001584,O00019250,2025-09-09,2,描述不符,2115.27,商品/运营,否
RT0001585,O00019257,2026-03-18,1,质量问题,397.19,商品/运营,是
RT0001586,O00019258,2026-03-22,1,质量问题,130.55,商品/运营,是
RT0001587,O00019259,2026-01-06,1,商品破损,481.77,物流,是
RT0001588,O00019260,2026-01-05,2,物流延迟,2406.51,物流,否
RT0001589,O00019261,2025-09-13,3,无理由退货,560.22,商品/运营,是
RT0001590,O00019280,2026-04-25,1,物流延迟,836.01,物流,是
RT0001591,O00019317,2026-03-15,1,物流延迟,1258.62,物流,是
RT0001592,O00019328,2025-11-19,3,无理由退货,4029.21,商品/运营,是
RT0001593,O00019367,2026-01-16,1,描述不符,1723.16,商品/运营,是
RT0001594,O00019373,2026-01-09,1,尺寸/适配问题,1919.01,商品/运营,是
RT0001595,O00019396,2025-12-03,1,质量问题,684.46,商品/运营,否
RT0001596,O00019397,2026-04-29,1,尺寸/适配问题,117.25,商品/运营,否
RT0001597,O00019400,2026-04-07,2,物流延迟,467.36,物流,是
RT0001598,O00019409,2026-02-09,2,尺寸/适配问题,232.42,商品/运营,是
RT0001599,O00019413,2025-10-07,3,无理由退货,1661.68,商品/运营,是
RT0001600,O00019418,2026-05-04,1,物流延迟,278.08,物流,是
RT0001601,O00019425,2025-09-28,1,物流延迟,520.12,物流,否
RT0001602,O00019427,2026-03-27,1,质量问题,1071.15,商品/运营,是
RT0001603,O00019433,2026-02-08,4,无理由退货,4051.24,商品/运营,否
RT0001604,O00019436,2025-08-23,5,描述不符,8178.45,商品/运营,是
RT0001605,O00019439,2026-04-18,1,描述不符,836.01,商品/运营,是
RT0001606,O00019442,2026-02-06,1,尺寸/适配问题,613.68,商品/运营,否
RT0001607,O00019450,2026-05-27,3,物流延迟,298.03,物流,是
RT0001608,O00019466,2025-10-20,2,物流延迟,1534.2,物流,否
RT0001609,O00019468,2026-05-05,1,无理由退货,1473.06,商品/运营,是
RT0001610,O00019469,2025-10-19,1,物流延迟,163.74,物流,是
RT0001611,O00019471,2026-01-10,3,无理由退货,1735.62,商品/运营,是
RT0001612,O00019537,2025-09-23,3,商品破损,2666.44,物流,是
RT0001613,O00019549,2026-07-12,3,商品破损,1043.35,物流,否
RT0001614,O00019552,2025-10-17,2,物流延迟,2414.8,物流,是
RT0001615,O00019572,2025-10-01,2,质量问题,1114.62,商品/运营,是
RT0001616,O00019579,2026-01-19,3,尺寸/适配问题,1342.82,商品/运营,是
RT0001617,O00019585,2026-05-24,1,物流延迟,985.46,物流,是
RT0001618,O00019602,2026-03-28,2,无理由退货,2969.17,商品/运营,是
RT0001619,O00019605,2026-06-30,1,物流延迟,226.3,物流,是
RT0001620,O00019622,2026-06-12,2,商品破损,1276.29,物流,否
RT0001621,O00019630,2026-01-25,1,物流延迟,2017.66,物流,是
RT0001622,O00019644,2026-05-27,6,商品破损,871.56,物流,是
RT0001623,O00019651,2025-09-18,4,无理由退货,3863.68,商品/运营,是
RT0001624,O00019672,2026-02-18,1,物流延迟,2729.72,物流,是
RT0001625,O00019675,2025-12-10,3,尺寸/适配问题,3382.83,商品/运营,是
RT0001626,O00019679,2025-10-20,2,质量问题,1148.07,商品/运营,是
RT0001627,O00019700,2026-05-20,3,尺寸/适配问题,2886.51,商品/运营,否
RT0001628,O00019710,2026-01-07,2,质量问题,3822.4,商品/运营,否
RT0001629,O00019711,2026-05-24,1,物流延迟,1269.31,物流,是
RT0001630,O00019721,2026-05-01,3,描述不符,3354.17,商品/运营,是
RT0001631,O00019741,2026-03-31,1,质量问题,732.88,商品/运营,是
RT0001632,O00019760,2026-07-27,1,物流延迟,709.05,物流,是
RT0001633,O00019780,2026-01-02,1,物流延迟,161.8,物流,是
RT0001634,O00019816,2026-04-05,3,质量问题,2200.59,商品/运营,是
RT0001635,O00019829,2026-07-29,2,物流延迟,284.72,物流,是
RT0001636,O00019833,2026-08-06,1,无理由退货,621.44,商品/运营,是
RT0001637,O00019842,2026-04-03,4,质量问题,2583.32,商品/运营,是
RT0001638,O00019843,2026-03-30,2,质量问题,2656.46,商品/运营,是
RT0001639,O00019849,2025-08-13,3,质量问题,2608.2,商品/运营,否
RT0001640,O00019850,2025-09-11,2,物流延迟,246.03,物流,是
RT0001641,O00019867,2025-10-01,1,尺寸/适配问题,1078.64,商品/运营,是
RT0001642,O00019902,2025-12-23,1,无理由退货,1110.36,商品/运营,否
RT0001643,O00019905,2025-12-22,1,无理由退货,837.44,商品/运营,否
RT0001644,O00019911,2025-10-12,1,质量问题,817.3,商品/运营,是
RT0001645,O00019919,2025-08-11,4,尺寸/适配问题,3193.72,商品/运营,否
RT0001646,O00019960,2026-04-19,2,商品破损,1048.21,物流,是
RT0001647,O00019963,2025-11-01,1,物流延迟,832.86,物流,是
RT0001648,O00019974,2026-08-05,3,物流延迟,1605.06,物流,是
RT0001649,O00019984,2026-06-23,1,尺寸/适配问题,1201.48,商品/运营,是
RT0001650,O00019989,2026-05-28,2,物流延迟,4768.29,物流,是
RT0001651,O00020023,2025-12-09,1,物流延迟,248.17,物流,否
RT0001652,O00020025,2026-06-26,2,商品破损,1651.89,物流,是
RT0001653,O00020082,2026-06-07,1,尺寸/适配问题,646.93,商品/运营,是
RT0001654,O00020097,2025-10-19,1,物流延迟,825.16,物流,是
RT0001655,O00020103,2026-02-09,4,无理由退货,2221.6,商品/运营,否
RT0001656,O00020130,2026-01-12,2,描述不符,3081.15,商品/运营,是
RT0001657,O00020134,2026-06-29,1,无理由退货,1682.73,商品/运营,是
RT0001658,O00020146,2026-01-22,1,商品破损,1066.31,物流,否
RT0001659,O00020157,2026-03-26,2,质量问题,2038.54,商品/运营,是
RT0001660,O00020164,2026-04-10,2,质量问题,2588.03,商品/运营,否
RT0001661,O00020182,2025-12-16,1,质量问题,235.75,商品/运营,是
RT0001662,O00020209,2026-01-02,1,尺寸/适配问题,646.93,商品/运营,否
RT0001663,O00020210,2026-02-26,1,描述不符,1333.12,商品/运营,是
RT0001664,O00020214,2026-07-19,2,商品破损,1091.23,物流,是
RT0001665,O00020216,2026-02-08,4,物流延迟,1353.43,物流,否
RT0001666,O00020226,2026-07-07,1,物流延迟,117.25,物流,是
RT0001667,O00020229,2025-12-28,1,物流延迟,187.88,物流,是
RT0001668,O00020285,2026-04-07,1,质量问题,625.47,商品/运营,是
RT0001669,O00020294,2026-03-08,3,质量问题,4633.18,商品/运营,是
RT0001670,O00020300,2026-03-29,3,物流延迟,1261.32,物流,是
RT0001671,O00020304,2026-05-27,1,尺寸/适配问题,707.02,商品/运营,否
